ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
259211_at	0.0687	0.0007632	7.974027	0.277522	2.2566256	AT3G09020	alpha 1,4-glycosyltransferase family protein
266882_at	0.0687	0.00076617	7.966825	0.273547	0.9735596	AT2G44670	hypothetical protein
255526_at	0.0687	0.00076641	7.966249	0.273229	1.0229256	SEC15B	exocyst complex component sec15B
253321_at	0.0687	0.00077086	7.95552	0.2673	0.9075884	AT4G33910	oxidoreductase, 2OG-Fe(II) oxygenase family protein
254331_s_at	0.0687	0.00077327	7.949747	0.264105	0.9054743	CYP706A2///CYP706A1	cytochrome P450, family 706, subfamily A, polypeptide 2///cytochrome P450, family 706, subfamily A, polypeptide 1
255779_at	0.0687	0.00077332	-7.949617	0.264034	-1.0695175	PDCB3	plasmodesmata callose-binding protein 3
264460_at	0.0687	0.00077425	7.947402	0.262807	1.3839213	NFXL1	NF-X1-type zinc finger protein NFXL1
245052_at	0.0687	0.00077845	7.9374	0.257264	1.257462	AT2G26440	Probable pectinesterase/pectinesterase inhibitor 12
266324_at	0.0687	0.00078086	-7.931697	0.254101	-1.193892	AT2G46710	Rho GTPase activating protein with PAK-box/P21-Rho-binding domain
255856_at	0.0687	0.00078124	7.930792	0.253598	0.9825435	AT1G66940	protein kinase-related protein
264672_at	0.0687	0.00078374	-7.924897	0.250325	-1.2199729	AT1G09750	aspartyl protease-like protein
260735_at	0.0687	0.00078416	7.923903	0.249773	1.1897095	AT1G17610	protein CHILLING SENSITIVE 1
257700_at	0.0687	0.00078751	7.916047	0.245405	1.0970224	ALIS1	ALA-interacting subunit 1
266326_at	0.0687	0.00079268	-7.903989	0.238692	-0.9358807	CB5-C	cytochrome B5 isoform C
251899_at	0.0687	0.00079272	-7.903893	0.238639	-0.9573315	AT3G54400	aspartyl protease family protein
257297_at	0.0687	0.00079717	-7.893588	0.232893	-1.4179132	AT3G28040	probably inactive leucine-rich repeat receptor-like protein kinase
258791_at	0.0687	0.00079896	7.889465	0.230591	1.2359743	PR4	pathogenesis-related 4
254847_at	0.0687	0.00080113	7.884496	0.227815	1.4803914	PLDGAMMA1	phospholipase D gamma 1
264107_s_at	0.0689	0.00080688	7.871354	0.220465	1.4097328	SERK5///SERK4	somatic embryogenesis receptor kinase 5///somatic embryogenesis receptor kinase 4
252310_at	0.069	0.00081091	7.862221	0.215348	1.1429182	AT3G49350	RabGAP/TBC domain-containing protein
259878_at	0.0697	0.00082483	-7.831105	0.197865	-1.6654985	AT1G76790	indole glucosinolate o-methyltransferase 5
257621_at	0.0697	0.00082868	7.822615	0.193081	1.045669	CPK9	calmodulin-domain protein kinase 9
257194_at	0.0697	0.00082995	-7.819821	0.191506	-0.915651	SERAT2;2	serine acetyltransferase 2;2
267538_at	0.0697	0.00083478	-7.80923	0.185527	-1.0788239	AT2G41870	remorin-like protein
261203_at	0.0697	0.00083627	-7.805983	0.183693	-0.9457735	AT1G12845	hypothetical protein
260565_at	0.0697	0.00083792	-7.802408	0.181671	-1.0171861	AT2G43800	formin-like protein 2
254723_at	0.0697	0.0008407	7.796377	0.17826	1.2007366	AMT1;1	ammonium transporter 1;1
251321_at	0.0697	0.0008465	7.783886	0.171184	0.927995	BRH1	brassinosteroid-responsive RING-H2
262899_at	0.0697	0.00084686	7.783103	0.17074	0.8994483	PEN3	ABC transporter G family member 36
263216_s_at	0.0699	0.00085186	7.772421	0.164678	2.3323805	AT1G30730///AT1G30720	FAD-binding and BBE domain-containing protein///FAD-binding Berberine family protein
255325_at	0.0714	0.00088421	-7.705077	0.126242	-1.1336354	PUX4	CDC48-interacting UBX-domain protein 4
255674_at	0.0714	0.00088682	-7.699778	0.123201	-1.0674425	PIP1;4	plasma membrane intrinsic protein 1;4
251660_at	0.0714	0.00089118	7.690961	0.118137	0.9297479	AT3G57160	hypothetical protein
253278_at	0.0714	0.00089336	-7.686586	0.115622	-1.0728975	AT4G34220	leucine-rich repeat protein kinase family protein
264434_at	0.0714	0.00089485	7.683582	0.113894	1.3675952	AT1G10340	ankyrin repeat-containing protein
266996_at	0.0714	0.00089959	-7.674103	0.108436	-0.9303294	CYP710A2	cytochrome P450 710A2
258351_at	0.0714	0.00089962	7.674052	0.108407	0.9385899	CNBT1	cyclic nucleotide-binding transporter 1
247734_at	0.0714	0.00090296	-7.667393	0.104568	-1.6589028	AT5G59400	hypothetical protein
266101_at	0.0714	0.00090554	7.662285	0.101621	0.8877764	AtIPCS2	inositol phosphorylceramide synthase 2
252684_at	0.0714	0.0009065	7.660383	0.100524	1.5427896	AT3G44400	TIR-NBS-LRR class disease resistance protein
265494_at	0.0714	0.00090678	7.65983	0.100204	1.8477309	AT2G15680	calmodulin-like protein 1
249835_s_at	0.0714	0.00091169	7.650183	0.094631	1.2100538	AT5G23510///AT5G23490	hypothetical protein///hypothetical protein
253590_at	0.0714	0.00091184	7.649883	0.094457	1.7432658	HHP2	heptahelical transmembrane protein2
247949_at	0.0714	0.0009143	7.645063	0.091669	2.5579551	CYP81F2	cytochrome P450, family 81, subfamily F, polypeptide 2
245369_at	0.0714	0.00091819	7.637473	0.087275	1.0646719	AT4G15975	RING-H2 finger protein ATL17
260243_at	0.0714	0.00091995	7.63405	0.085292	1.3059933	AT1G63720	hypothetical protein
266423_at	0.0718	0.00092879	-7.617005	0.075401	-0.9025053	RPB5D	RNA polymerase II fifth largest subunit, D
245370_at	0.0724	0.00093889	7.597752	0.0642	0.8774936	AT4G16840	hypothetical protein
248527_at	0.0728	0.00095665	-7.564509	0.044785	-1.0260219	AT5G50740	Heavy-metal-associated domain-containing protein
264147_at	0.0728	0.00095782	-7.562331	0.043509	-0.9759711	CER1	protein ECERIFERUM 1
262085_at	0.0728	0.000959	7.56016	0.042237	1.0546075	AT1G56060	hypothetical protein
264343_at	0.0728	0.00096177	-7.555051	0.039243	-0.9979693	AT1G11850	hypothetical protein
248526_at	0.0728	0.00096338	-7.552095	0.03751	-1.0376839	AT5G50740	Heavy-metal-associated domain-containing protein
246098_at	0.0728	0.00096912	7.541596	0.031347	0.9154424	AT5G20400	flavanone 3 hydroxylase-like protein
245450_at	0.0728	0.00096916	-7.541527	0.031306	-0.9583258	AT4G16880	leucine-rich repeat (LRR) family protein
247407_at	0.0728	0.00096971	7.540524	0.030717	1.2463106	AT5G62900	hypothetical protein
253637_at	0.0728	0.00097372	7.533243	0.026437	0.9699928	AT4G30390	hypothetical protein
256918_s_at	0.0732	0.00098663	-7.51003	0.01276	-1.5511766	AT4G01580///AT3G18960	AP2/B3 domain-containing protein///AP2/B3-like transcriptional factor family protein
267315_at	0.0732	0.00099248	-7.499631	0.006618	-1.023182	NF-YA4	nuclear transcription factor Y subunit A-4
248377_at	0.0732	0.00099355	-7.497742	0.005502	-1.8985028	AT5G51720	CDGSH iron-sulfur domain-containing protein NEET
265214_at	0.0732	0.00099611	7.493218	0.002826	1.1291405	AT1G05000	atypical dual-speci###city phosphatase 1
254211_at	0.0732	0.00099834	7.489283	0.000497	1.0120176	SGT1A	phosphatase SGT1a
261498_at	0.0732	0.00099849	-7.489026	0.000345	-0.9507213	HSL1	receptor-like protein kinase HSL1
247268_at	0.0734	0.00100357	-7.480132	-0.004924	-0.9305365	AT5G64080	Non-specific lipid-transfer protein-like protein
261402_at	0.0735	0.00101134	7.466601	-0.012953	1.1121097	RFO1	wall-associated receptor kinase-like 22
248807_at	0.0735	0.00101636	-7.457946	-0.018097	-1.1361146	AT5G47500	pectin methylesterase 5
256825_at	0.0735	0.00102275	-7.44698	-0.024624	-0.887381	CWLP	cell wall-plasma membrane linker protein
249184_at	0.0735	0.0010231	-7.446391	-0.024975	-0.8984154	AT5G43020	leucine-rich repeat protein kinase family protein
248681_at	0.0735	0.00102349	-7.445731	-0.025368	-0.8452122	AT5G48900	putative pectate lyase 20
255957_at	0.0735	0.00102409	-7.444699	-0.025983	-0.8800201	AT1G22160	hypothetical protein
248847_at	0.0737	0.0010306	7.433647	-0.032574	1.4456129	AT5G46510	TIR-NBS-LRR class disease resistance protein
248004_at	0.0737	0.00103436	7.427286	-0.036373	1.136181	PRA1.G2	PRA1 family protein G2
245765_at	0.0738	0.00103891	7.419648	-0.040939	0.8377256	AT1G33600	leucine-rich repeat-containing protein
259441_at	0.0744	0.00105096	-7.399582	-0.052958	-0.8674088	AT1G02300	putative cathepsin B-like cysteine protease
267036_at	0.0745	0.0010567	7.390129	-0.058633	1.0426664	AT2G38465	hypothetical protein
250661_at	0.0745	0.00105947	-7.385596	-0.061357	-1.087908	AT5G07030	aspartyl protease family protein
253332_at	0.0745	0.0010621	7.381292	-0.063945	1.4009223	AT4G33420	probable peroxidase
267376_at	0.0751	0.00107443	-7.361306	-0.075984	-1.1736908	ER	LRR receptor-like serine/threonine-protein kinase ERECTA
261881_at	0.0751	0.00107777	-7.355951	-0.079217	-1.4736823	NIP6;1	aquaporin NIP6-1
252010_at	0.0751	0.00107941	-7.353308	-0.080813	-1.8005724	AT3G52740	hypothetical protein
250575_at	0.0757	0.00109245	7.33259	-0.093346	1.6774817	AT5G08240	hypothetical protein
251713_at	0.0757	0.00109619	-7.3267	-0.096916	-1.505055	AT3G56080	probable methyltransferase PMT22
257955_at	0.0757	0.00109786	7.324086	-0.098502	0.9247655	AT3G21810	zinc finger CCCH domain-containing protein 40
259070_at	0.077	0.0011241	-7.283519	-0.123185	-1.6939895	DGD1	digalactosyldiacylglycerol synthase 1
260110_at	0.077	0.0011247	7.282603	-0.123744	0.9726775	AT1G63350	CC-NBS-LRR class disease resistance protein
252374_at	0.0775	0.0011341	7.268353	-0.132451	1.6363599	RR5	two-component response regulator ARR5
248965_at	0.0775	0.00114071	7.258419	-0.138532	1.0051918	AT5G45370	nodulin MtN21 /EamA-like transporter family protein
267069_at	0.0775	0.00114097	7.258031	-0.13877	0.8815358	CAMBP25	calmodulin binding protein 25
261339_at	0.0786	0.00116082	7.228618	-0.156829	1.6214023	AT1G35710	putative leucine-rich repeat receptor-like protein kinase
257045_at	0.0786	0.00116444	-7.223323	-0.160088	-0.8514961	ARC5	dynamin-like protein ARC5
261021_at	0.0786	0.00117176	7.212662	-0.166659	1.6129991	AT1G26380	FAD-binding and BBE domain-containing protein
247930_at	0.0786	0.00117205	7.21224	-0.166919	1.0673494	AT5G57060	hypothetical protein
254061_at	0.0787	0.00117757	7.204257	-0.171846	1.2961192	TBL18	protein trichome birefringence-like 18
253104_at	0.0787	0.00118023	-7.200431	-0.17421	-1.1530906	AT4G36010	pathogenesis-related thaumatin family protein
263558_at	0.0787	0.00118272	7.196864	-0.176414	0.8367955	AT2G16380	Sec14p-like phosphatidylinositol transfer family protein
260211_at	0.0791	0.00119426	7.180409	-0.1866	1.161042	AT1G74440	hypothetical protein
256650_at	0.0791	0.00119677	-7.176858	-0.188801	-1.0267309	AT3G13620	POLYAMINE UPTAKE TRANSPORTER 4
247486_at	0.0797	0.00120853	-7.160337	-0.199059	-0.9422476	AT5G62140	hypothetical protein
262229_at	0.0802	0.00121981	-7.144663	-0.208813	-0.9351656	AT1G68620	probable carboxylesterase 6
262277_at	0.0806	0.00122976	-7.130981	-0.217347	-0.8630184	AT1G68650	hypothetical protein
252821_at	0.0808	0.00123651	-7.121782	-0.223095	-0.9943401	AT4G39860	hypothetical protein
247323_at	0.0811	0.00124858	-7.105472	-0.233305	-1.1468012	AT5G64170	dentin sialophosphoprotein-like protein
246041_at	0.0811	0.00125275	-7.099875	-0.236814	-0.9980646	AT5G19290	esterase/lipase/thioesterase family protein
266485_at	0.0811	0.00125993	-7.090307	-0.24282	-0.9870341	AT2G47630	alpha/beta-Hydrolases superfamily protein
257785_at	0.0811	0.00126156	7.088138	-0.244183	0.926315	MUB4	membrane-anchored ubiquitin-fold protein 4
264589_at	0.0811	0.00127105	-7.075603	-0.252068	-0.8321079	AT2G17650	putative AMP-binding protein
264867_at	0.0811	0.00127147	7.075058	-0.252411	1.7512035	FH4	formin-like protein 4
255479_at	0.0811	0.00127173	7.074718	-0.252625	1.8063758	SAG21	senescence-associated protein SAG21
258647_at	0.0811	0.00127619	7.06886	-0.256315	1.1372143	AT3G07870	F-box protein
245748_at	0.0811	0.00128385	-7.058877	-0.262611	-1.0550805	AT1G51140	transcription factor bHLH122
245242_at	0.0811	0.00130504	-7.031621	-0.279849	-1.0404471	CH1	chlorophyllide a oxygenase
260956_at	0.0811	0.00130647	-7.029798	-0.281005	-0.8076763	STO	salt tolerance protein
262761_at	0.0811	0.00131304	7.021468	-0.286288	1.0293629	AT1G10720	BSD domain-containing protein
261407_at	0.0811	0.00131351	-7.020869	-0.286669	-1.0968926	AT1G18810	protein phytochrome kinase substrate 3
252033_at	0.0811	0.00131661	-7.016962	-0.28915	-1.0702512	AT3G51950	zinc finger CCCH domain-containing protein 46
257175_s_at	0.0811	0.00131989	7.012832	-0.291774	1.1189886	AT3G23480///AT3G23470	Cyclopropane-fatty-acyl-phospholipid synthase///cyclopropane-fatty-acyl-phospholipid synthase
252549_at	0.0811	0.00132093	7.011523	-0.292606	1.4926574	CRK4	cysteine-rich receptor-like protein kinase 4
254266_at	0.0811	0.00132178	7.010462	-0.293281	1.1146225	CRK5	cysteine-rich receptor-like protein kinase 5
264738_at	0.0811	0.00132219	-7.009952	-0.293605	-0.8710756	AT1G62250	hypothetical protein
254262_at	0.0811	0.00132224	7.009883	-0.293648	0.7913151	AT4G23470	PLAC8 family protein
251105_at	0.0811	0.00132277	7.009215	-0.294073	0.9848059	SCAR4	protein SCAR4
260807_at	0.0811	0.00133127	6.998609	-0.300823	1.0857919	AT1G78310	VQ motif-containing protein
262840_at	0.0811	0.0013345	-6.994599	-0.303378	-0.9736912	HMGA	high mobility group protein A protein
253440_at	0.0811	0.00133481	-6.99421	-0.303626	-0.9212973	TIFY8	protein TIFY 8
252414_at	0.0811	0.00133605	-6.992678	-0.304602	-0.9007238	PS3	putative glycerol-3-phosphate transporter 1
252403_at	0.0811	0.00133871	6.989392	-0.306698	1.2244165	AT3G48080	lipase class 3 family protein / disease resistance protein-related protein
253065_at	0.0811	0.00134571	-6.980768	-0.312202	-0.8868835	GRF2	growth-regulating factor 2
248839_at	0.0811	0.00134608	-6.980316	-0.31249	-1.5686367	bHLH071	transcription factor bHLH71
259460_at	0.0811	0.00134622	-6.980142	-0.312601	-0.9743814	AT1G44000	hypothetical protein
250132_at	0.0811	0.00134797	6.977994	-0.313973	0.8025681	KAN	transcription repressor KAN1
261335_at	0.0811	0.00135043	-6.97499	-0.315893	-1.1221562	AT1G44800	bidirectional amino acid transporter SIAR1
252943_at	0.0811	0.00135084	-6.974479	-0.31622	-1.2479745	CAD9	putative cinnamyl alcohol dehydrogenase 9
247305_at	0.0813	0.00136202	6.960893	-0.324913	0.8799951	AT5G63905	hypothetical protein
261195_at	0.0813	0.00136399	-6.958509	-0.326441	-1.1248214	AFB3	auxin signaling F-box 3 protein
245821_at	0.0813	0.00137106	6.949995	-0.3319	1.5166869	AT1G26270	putative phosphatidylinositol 4-kinase type 2-beta
251901_at	0.0813	0.00137158	6.94937	-0.332301	1.1068798	AT3G54100	O-fucosyltransferase family protein
259198_at	0.0813	0.00137661	6.94335	-0.336165	1.0017032	AT3G03610	ELMO/CED-12 family protein
259129_at	0.0813	0.0013769	6.94301	-0.336384	1.9928232	PTF1	transcription factor TCP13
261792_at	0.0813	0.00138123	-6.937846	-0.339702	-1.0454201	CCR1	cinnamoyl coa reductase 1
254060_at	0.0813	0.00138363	6.934994	-0.341536	0.8965961	SHB1	protein SHORT HYPOCOTYL UNDER BLUE1
259875_s_at	0.0815	0.00139002	6.927426	-0.346405	1.7479896	OPR2///OPR1	12-oxophytodienoate reductase 2///12-oxophytodienoate reductase 1
265721_at	0.0816	0.00139625	6.920093	-0.351128	1.0370152	ATH9	ATH family protein ABC2-like 9
252255_at	0.0816	0.0014021	-6.913241	-0.355547	-0.8059906	AT3G49220	putative pectinesterase/pectinesterase inhibitor 34
263668_at	0.0816	0.00140242	-6.912863	-0.355791	-0.7847327	AT1G04350	1-aminocyclopropane-1-carboxylate oxidase-like 6
256069_at	0.0822	0.00141563	6.89752	-0.365702	1.1278115	AFP2	ABI five binding protein 2
260829_s_at	0.0823	0.00142455	6.88726	-0.372343	0.8720922	AT1G06870///TPP	putative thylakoidal processing peptidase 2///thylakoid processing peptide
260015_at	0.0823	0.00142734	6.884064	-0.374413	1.3458705	CCOAMT	caffeoyl-CoA 3-O-methyltransferase
247957_at	0.0823	0.00142927	-6.881858	-0.375843	-1.2505056	ABI2	protein phosphatase 2C 77
251066_at	0.0828	0.00144718	-6.861562	-0.389021	-1.420119	AT5G01880	RING-H2 finger protein ATL74
252993_at	0.0828	0.00145104	6.85722	-0.391845	1.0339501	AT4G38540	FAD/NAD(P)-binding oxidoreductase family protein
267202_s_at	0.0828	0.00145259	6.855485	-0.392974	0.8953313	ORP1B///ORP1A	oxysterol binding protein-related protein 1B///oxysterol binding protein-related protein 1A
256547_at	0.0828	0.00145551	6.852219	-0.3951	0.9003608	AT3G14840	leucine-rich repeat transmembrane protein kinase
250666_at	0.0828	0.00146097	6.846131	-0.399067	1.6615125	WRKY26	WRKY DNA-binding protein 26
257535_at	0.0828	0.00146173	6.845291	-0.399614	0.9413473	AT3G09490	tetratricopeptide repeat domain-containing protein
261196_at	0.0828	0.001463	-6.843877	-0.400536	-0.7952699	SCRM2	transcription factor SCREAM2
250471_at	0.0838	0.00148785	6.816567	-0.418379	0.8406386	MIPS3	myo-inositol-1-phosphate synthase
267460_at	0.0838	0.00149293	6.811052	-0.421991	0.9177418	SPL3	squamosa promoter-binding-like protein 3
248698_at	0.0838	0.00149525	6.808546	-0.423634	1.2089928	BIR1	BAK1-interacting receptor-like kinase BIR1
267230_at	0.0838	0.00149604	6.807683	-0.424199	1.3682561	ARL	ARGOS-like protein
248060_at	0.0838	0.00149973	6.80371	-0.426805	0.7850449	AT5G55560	putative serine/threonine-protein kinase WNK11
253088_at	0.0841	0.00151225	-6.790276	-0.435626	-0.812042	FAH1	ferulic acid 5-hydroxylase 1
265212_at	0.0841	0.00151501	6.78734	-0.437557	0.7878132	AT1G05030	putative plastidic glucose transporter 1
264271_at	0.0841	0.00151697	-6.785254	-0.438929	-0.9168285	BGLU6	beta glucosidase 6
256569_at	0.0841	0.00151992	6.782125	-0.440988	0.8859762	AT3G19550	hypothetical protein
256902_s_at	0.0841	0.00152227	-6.779633	-0.442628	-0.7699938	AT3G24255///AT3G23910	RNA-directed DNA polymerase (reverse transcriptase)-related protein///hypothetical protein
259495_at	0.0841	0.00152618	6.775498	-0.445352	1.0352003	AT1G15890	CC-NBS-LRR class disease resistance protein
253075_at	0.0845	0.00153678	6.764359	-0.452697	0.9015569	AT4G36150	TIR-NBS-LRR class disease resistance protein
245692_at	0.0845	0.00154232	6.758579	-0.456513	0.9753214	BHLH101	transcription factor bHLH101
263714_at	0.0845	0.00154499	-6.755801	-0.458348	-0.9257025	SUR1	S-alkyl-thiohydroximate lyase SUR1
263202_at	0.085	0.00155717	6.743196	-0.466686	0.8828411	5PTASE13	Type I inositol-1,4,5-trisphosphate 5-phosphatase 13
257879_at	0.0855	0.00157137	-6.728642	-0.476332	-1.2413917	AT3G17160	hypothetical protein
248704_at	0.0859	0.00158442	6.715411	-0.48512	0.8458979	sks3	protein SKU5-like 3
252906_at	0.0859	0.00158508	6.714744	-0.485564	0.97861	GGT1	gamma-glutamyl transpeptidase 1
248192_at	0.0862	0.00159979	6.699996	-0.495382	0.8310349	ILL3	IAA-amino acid hydrolase ILR1-like 3
247452_at	0.0862	0.00160805	-6.691788	-0.500856	-1.4800219	CDF1	cycling DOF factor 1
248322_at	0.0862	0.00161087	6.689001	-0.502716	1.5186984	AT5G52760	copper transport family protein
267010_at	0.0862	0.00161095	-6.688912	-0.502775	-1.3821048	SNZ	AP2-like ethylene-responsive transcription factor SNZ
256673_at	0.0862	0.00161509	-6.684832	-0.505499	-1.0128247	FLA15	fasciclin-like arabinogalactan protein 15
254870_at	0.0862	0.0016166	6.683344	-0.506494	1.1739673	AT4G11900	G-type lectin S-receptor-like serine/threonine-protein kinase
261248_at	0.0862	0.00161683	-6.683116	-0.506646	-0.8200923	AT1G20030	pathogenesis-related thaumatin-like protein
258787_at	0.0869	0.00163494	6.665408	-0.518494	1.4679458	PUB24	E3 ubiquitin-protein ligase PUB24
262847_at	0.0869	0.00163891	-6.661555	-0.521076	-0.899082	MAP70-4	microtubule-associated protein 70-4
246247_at	0.088	0.0016628	-6.638611	-0.536485	-0.7839163	AT4G36640	sec14p-like phosphatidylinositol transfer protein
263096_at	0.088	0.00166659	6.635007	-0.53891	1.3729709	HB1	non-symbiotic hemoglobin 1
246327_at	0.0882	0.00167518	6.626877	-0.544386	1.2087315	AT1G16670	putative serine/threonine kinase
253322_at	0.0882	0.00167814	6.624093	-0.546263	2.2294155	AT4G33980	hypothetical protein
251121_at	0.0883	0.00168362	6.618938	-0.54974	0.8854459	GG1	guanine nucleotide-binding protein subunit gamma 1
251400_at	0.0884	0.00169106	6.611985	-0.554434	0.8252165	AT3G60420	phosphoglycerate mutase family protein
255596_at	0.0884	0.00169422	6.609034	-0.556428	1.5213811	WRKY47	putative WRKY transcription factor 47
254487_at	0.0884	0.00169661	6.606815	-0.557928	1.8896958	CML42	calcium-binding protein CML42
249754_at	0.0887	0.00171705	6.587956	-0.570696	0.7783614	DMR6	putative 2OG-Fe(II) oxygenase
